"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Pseudomonas_aeruginosa_strain1","Pseudomonas_aeruginosa_strain2"
"amiE","","Aliphatic amidase","2","2","1","1","4285","","","","1040","1040","1040","HCGKCINC_03485","PIELJBDO_01648"
"glgE2","","Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 2","2","2","1","1","5579","","","","1994","1994","1994","HCGKCINC_02221","PIELJBDO_02986"
"group_348","","hypothetical protein","2","2","1","1","472","","","","548","548","548","HCGKCINC_05609","PIELJBDO_05835"
"dmlR_1","","HTH-type transcriptional regulator DmlR","2","2","1","1","1715","","","","920","920","920","HCGKCINC_00062","PIELJBDO_00058"
"prtR_1","","HTH-type transcriptional regulator PrtR","2","2","1","1","2294","","","","770","770","770","HCGKCINC_00626","PIELJBDO_00637"
"bepA_3","","Beta-barrel assembly-enhancing protease","2","2","1","1","1248","","","","1727","1727","1727","HCGKCINC_04822","PIELJBDO_05043"
"citN","","Citrate transporter","2","2","1","1","425","","","","1304","1304","1304","HCGKCINC_05656","PIELJBDO_05882"
"group_3484","","hypothetical protein","2","2","1","1","3313","","","","593","593","593","HCGKCINC_01229","PIELJBDO_03979"
"gap2","","Glyceraldehyde-3-phosphate dehydrogenase-like protein","2","2","1","1","4669","","","","1466","1466","1466","HCGKCINC_03107","PIELJBDO_02044"
"ctaA","","Heme A synthase","2","2","1","1","1776","","","","1073","1073","1073","HCGKCINC_00118","PIELJBDO_00116"
"rmd","","GDP-6-deoxy-D-mannose reductase","2","2","1","1","439","","","","914","914","914","HCGKCINC_05642","PIELJBDO_05868"
"murE","","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase","2","2","1","1","134","","","","1463","1463","1463","HCGKCINC_04562","PIELJBDO_04676"
"group_3489","","hypothetical protein","2","2","1","1","5573","","","","938","938","938","HCGKCINC_02227","PIELJBDO_02980"
"group_349","","hypothetical protein","2","2","1","1","462","","","","674","674","674","HCGKCINC_05619","PIELJBDO_05845"
"nhaP","","Na(+)/H(+) antiporter NhaP","2","2","1","1","2482","","","","1274","1274","1274","HCGKCINC_04015","PIELJBDO_01096"
"rimM","","Ribosome maturation factor RimM","2","2","1","1","3920","","","","536","536","536","HCGKCINC_03868","PIELJBDO_01279"
"group_3492","","Acetyltransferase","2","2","1","1","2541","","","","590","590","590","HCGKCINC_04074","PIELJBDO_01034"
"group_3493","","hypothetical protein","2","2","1","1","2676","","","","689","689","689","HCGKCINC_04209","PIELJBDO_00900"
"group_3494","mdtA_2","Multidrug resistance protein MdtA","2","2","1","1","3987","","","","1103","1103","1103","HCGKCINC_03801","PIELJBDO_01346"
"group_3495","","hypothetical protein","2","2","1","1","5442","","","","635","635","635","HCGKCINC_02360","PIELJBDO_02847"
"dmlR_3","","HTH-type transcriptional regulator DmlR","2","2","1","1","1823","","","","938","938","938","HCGKCINC_00165","PIELJBDO_00164"
"gutB","","Sorbitol dehydrogenase","2","2","1","1","2694","","","","1058","1058","1058","HCGKCINC_04227","PIELJBDO_00879"
"group_3498","","hypothetical protein","2","2","1","1","3547","","","","1511","1511","1511","HCGKCINC_01460","PIELJBDO_03739"
"group_3499","","hypothetical protein","2","2","1","1","5628","","","","398","398","398","HCGKCINC_02172","PIELJBDO_03035"
"group_35","","hypothetical protein","2","2","1","1","1755","","","","1292","1382","1337","HCGKCINC_00099","PIELJBDO_00097"
"group_350","","hypothetical protein","2","2","1","1","449","","","","428","428","428","HCGKCINC_05632","PIELJBDO_05858"
"nimR_11","","HTH-type transcriptional regulator NimR","2","2","1","1","266","","","","803","803","803","HCGKCINC_04429","PIELJBDO_04544"
"rhlE_3","","ATP-dependent RNA helicase RhlE","2","2","1","1","4181","","","","1340","1340","1340","HCGKCINC_03589","PIELJBDO_01541"
"ytnP","","putative quorum-quenching lactonase YtnP","2","2","1","1","2807","","","","866","866","866","HCGKCINC_04332","PIELJBDO_00780"
"group_3503","","hypothetical protein","2","2","1","1","4996","","","","395","395","395","HCGKCINC_02788","PIELJBDO_02374"
"group_3504","","hypothetical protein","2","2","1","1","4933","","","","386","386","386","HCGKCINC_02849","PIELJBDO_02311"
"cobS","","Adenosylcobinamide-GDP ribazoletransferase","2","2","1","1","3408","","","","737","737","737","HCGKCINC_01321","PIELJBDO_03871"
"aroQ1_1","","3-dehydroquinate dehydratase 1","2","2","1","1","1909","","","","446","446","446","HCGKCINC_00251","PIELJBDO_00242"
"group_3507","puuP_3","Putrescine importer PuuP","2","2","1","1","4066","","","","1322","1322","1322","HCGKCINC_03721","PIELJBDO_01426"
"rfaC","","Lipopolysaccharide heptosyltransferase 1","2","2","1","1","894","","","","1064","1067","1065","HCGKCINC_05184","PIELJBDO_05408"
"dacB","","D-alanyl-D-alanine carboxypeptidase DacB","2","2","1","1","4624","","","","1430","1430","1430","HCGKCINC_03154","PIELJBDO_01997"
"prfB_2","","Peptide chain release factor RF2","2","2","1","1","423","","","","614","614","614","HCGKCINC_05658","PIELJBDO_05884"
"gatB","","Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B","2","2","1","1","66","","","","1445","1445","1445","HCGKCINC_04630","PIELJBDO_04744"
"mscK","","Mechanosensitive channel MscK","2","2","1","1","883","","","","3356","3356","3356","HCGKCINC_05195","PIELJBDO_05419"
"group_3512","","hypothetical protein","2","2","1","1","3455","","","","416","416","416","HCGKCINC_01369","PIELJBDO_03823"
"pepP","","Xaa-Pro aminopeptidase","2","2","1","1","677","","","","1334","1334","1334","HCGKCINC_05402","PIELJBDO_05628"
"rhaR_3","","HTH-type transcriptional activator RhaR","2","2","1","1","4442","","","","764","764","764","HCGKCINC_03332","PIELJBDO_01823"
"group_3515","","hypothetical protein","2","2","1","1","1039","","","","1367","1367","1367","HCGKCINC_05039","PIELJBDO_05262"
"group_3516","","Baeyer-Villiger monooxygenase","2","2","1","1","5639","","","","1475","1475","1475","HCGKCINC_02162","PIELJBDO_03039"
"rseP","","Regulator of sigma-E protease RseP","2","2","1","1","4015","","","","1352","1352","1352","HCGKCINC_03773","PIELJBDO_01374"
"yhhS","","putative MFS-type transporter YhhS","2","2","1","1","5747","","","","1208","1208","1208","HCGKCINC_02056","PIELJBDO_03143"
"puuC_3","","NADP/NAD-dependent aldehyde dehydrogenase PuuC","2","2","1","1","584","","","","1493","1493","1493","HCGKCINC_05492","PIELJBDO_05719"
"group_352","","hypothetical protein","2","2","1","1","385","","","","752","752","752","HCGKCINC_05696","PIELJBDO_05922"
"group_3520","","hypothetical protein","2","2","1","1","1266","","","","533","533","533","HCGKCINC_04804","PIELJBDO_05025"
"group_3521","dmlR_23","HTH-type transcriptional regulator DmlR","2","2","1","1","4034","","","","908","908","908","HCGKCINC_03754","PIELJBDO_01393"
"group_3522","","hypothetical protein","2","2","1","1","3208","","","","1319","1319","1319","HCGKCINC_01124","PIELJBDO_04084"
"moaA_2","","GTP 3',8-cyclase","2","2","1","1","3635","","","","995","995","995","HCGKCINC_01547","PIELJBDO_03653"
"ccmB","","Heme exporter protein B","2","2","1","1","3605","","","","671","671","671","HCGKCINC_01517","PIELJBDO_03683"
"group_3525","","hypothetical protein","2","2","1","1","979","","","","2243","2243","2243","HCGKCINC_05098","PIELJBDO_05322"
"gcvA_3","","Glycine cleavage system transcriptional activator","2","2","1","1","2125","","","","908","908","908","HCGKCINC_00458","PIELJBDO_00471"
"group_3527","","hypothetical protein","2","2","1","1","1943","","","","437","437","437","HCGKCINC_00275","PIELJBDO_00288"
"gbuA","","Guanidinobutyrase","2","2","1","1","3549","","","","959","959","959","HCGKCINC_01462","PIELJBDO_03737"
"yejK_1","","Nucleoid-associated protein YejK","2","2","1","1","2442","","","","1004","1004","1004","HCGKCINC_03975","PIELJBDO_01137"
"group_353","","hypothetical protein","2","2","1","1","374","","","","701","743","722","HCGKCINC_05707","PIELJBDO_05933"
"group_3530","","hypothetical protein","2","2","1","1","3951","","","","1862","1862","1862","HCGKCINC_03837","PIELJBDO_01310"
"group_3531","","putative signaling protein","2","2","1","1","6028","","","","2057","2057","2057","HCGKCINC_01774","PIELJBDO_03423"
"group_3532","","Carnitine monooxygenase oxygenase subunit","2","2","1","1","485","","","","1289","1289","1289","HCGKCINC_05596","PIELJBDO_05822"
"group_3533","ttgI_1","Toluene efflux pump outer membrane protein TtgI","2","2","1","1","2815","","","","1463","1463","1463","HCGKCINC_04340","PIELJBDO_00772"
"group_3534","","hypothetical protein","2","2","1","1","5606","","","","482","482","482","HCGKCINC_02194","PIELJBDO_03013"
"norG_3","","HTH-type transcriptional regulator NorG","2","2","1","1","5707","","","","1424","1424","1424","HCGKCINC_02096","PIELJBDO_03104"
"group_3536","","hypothetical protein","2","2","1","1","3949","","","","803","803","803","HCGKCINC_03839","PIELJBDO_01308"
"dapA_1","","4-hydroxy-tetrahydrodipicolinate synthase","2","2","1","1","1887","","","","881","881","881","HCGKCINC_00229","PIELJBDO_00220"
"group_3538","","hypothetical protein","2","2","1","1","4301","","","","323","323","323","HCGKCINC_03470","PIELJBDO_01663"
"group_3539","","hypothetical protein","2","2","1","1","1603","","","","1235","1235","1235","HCGKCINC_00984","PIELJBDO_04224"
"tonB","","Protein TonB","2","2","1","1","363","","","","1028","1028","1028","HCGKCINC_05718","PIELJBDO_05944"
"rtcB_1","","RNA-splicing ligase RtcB","2","2","1","1","1336","","","","1214","1214","1214","HCGKCINC_04734","PIELJBDO_04955"
"group_3541","","hypothetical protein","2","2","1","1","5448","","","","944","944","944","HCGKCINC_02354","PIELJBDO_02853"
"group_3542","","hypothetical protein","2","2","1","1","1176","","","","314","314","314","HCGKCINC_04901","PIELJBDO_05122"
"sfsA","","Sugar fermentation stimulation protein A","2","2","1","1","1193","","","","707","707","707","HCGKCINC_04884","PIELJBDO_05105"
"puuB_5","","Gamma-glutamylputrescine oxidoreductase","2","2","1","1","5822","","","","1400","1400","1400","HCGKCINC_01979","PIELJBDO_03217"
"puuB_3","","Gamma-glutamylputrescine oxidoreductase","2","2","1","1","4224","","","","1406","1406","1406","HCGKCINC_03546","PIELJBDO_01583"
"group_3546","","hypothetical protein","2","2","1","1","2895","","","","320","320","320","HCGKCINC_00692","PIELJBDO_04527"
"aat","","Leucyl/phenylalanyl-tRNA--protein transferase","2","2","1","1","5087","","","","680","680","680","HCGKCINC_02697","PIELJBDO_02465"
"acoB","","Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta","2","2","1","1","2751","","","","1019","1019","1019","HCGKCINC_04283","PIELJBDO_00830"
"catA","","Catechol 1,2-dioxygenase","2","2","1","1","5222","","","","932","932","932","HCGKCINC_02578","PIELJBDO_02629"
"yeiR","","Zinc-binding GTPase YeiR","2","2","1","1","362","","","","758","968","863","HCGKCINC_05719","PIELJBDO_05945"
"lutA","","Lactate utilization protein A","2","2","1","1","543","","","","1226","1226","1226","HCGKCINC_05533","PIELJBDO_05759"
"pknD_2","","Serine/threonine-protein kinase PknD","2","2","1","1","6085","","","","989","989","989","HCGKCINC_01717","PIELJBDO_03480"
"rdoA","","Serine/threonine protein kinase RdoA","2","2","1","1","2164","","","","974","974","974","HCGKCINC_00498","PIELJBDO_00510"
"macB_2","","Macrolide export ATP-binding/permease protein MacB","2","2","1","1","5338","","","","1991","1991","1991","HCGKCINC_02463","PIELJBDO_02749"
"pctB","","Methyl-accepting chemotaxis protein PctB","2","2","1","1","244","","","","1889","1889","1889","HCGKCINC_04451","PIELJBDO_04566"
"dusC","","tRNA-dihydrouridine(16) synthase","2","2","1","1","4542","","","","959","959","959","HCGKCINC_03238","PIELJBDO_01912"
"moaB_1","","Molybdenum cofactor biosynthesis protein B","2","2","1","1","2511","","","","557","557","557","HCGKCINC_04044","PIELJBDO_01067"
"group_3557","","putative FAD-linked oxidoreductase","2","2","1","1","541","","","","1499","1499","1499","HCGKCINC_05535","PIELJBDO_05761"
"trpB","","Tryptophan synthase beta chain","2","2","1","1","1690","","","","1208","1208","1208","HCGKCINC_00037","PIELJBDO_00037"
"ybgC_2","","Acyl-CoA thioester hydrolase YbgC","2","2","1","1","567","","","","464","464","464","HCGKCINC_05509","PIELJBDO_05735"
"group_356","","hypothetical protein","2","2","1","1","360","","","","641","641","641","HCGKCINC_05721","PIELJBDO_05947"
"map_1","","Methionine aminopeptidase","2","2","1","1","4947","","","","782","782","782","HCGKCINC_02835","PIELJBDO_02325"
"ahcY","","Adenosylhomocysteinase","2","2","1","1","2111","","","","1409","1409","1409","HCGKCINC_00443","PIELJBDO_00457"
"exaE","","Transcriptional activator protein ExaE","2","2","1","1","5760","","","","677","677","677","HCGKCINC_02043","PIELJBDO_03156"
"fabG_9","","3-oxoacyl-[acyl-carrier-protein] reductase","2","2","1","1","3598","","","","737","737","737","HCGKCINC_01511","PIELJBDO_03688"
"oatA","","O-acetyltransferase OatA","2","2","1","1","435","","","","1142","1142","1142","HCGKCINC_05646","PIELJBDO_05872"
"dauR","","Transcriptional regulator DauR","2","2","1","1","2457","","","","632","632","632","HCGKCINC_03990","PIELJBDO_01122"
"creC","","Sensor protein CreC","2","2","1","1","2141","","","","1424","1424","1424","HCGKCINC_00475","PIELJBDO_00487"
"nadD_2","","nicotinate-nucleotide adenylyltransferase","2","2","1","1","990","","","","602","602","602","HCGKCINC_05087","PIELJBDO_05311"
"algF","","Alginate biosynthesis protein AlgF","2","2","1","1","4114","","","","650","650","650","HCGKCINC_03673","PIELJBDO_01475"
"sumT","","Uroporphyrinogen-III C-methyltransferase","2","2","1","1","5976","","","","737","737","737","HCGKCINC_01826","PIELJBDO_03371"
"group_357","","hypothetical protein","2","2","1","1","343","","","","509","509","509","HCGKCINC_05738","PIELJBDO_05964"
"yhhW","","Quercetin 2,3-dioxygenase","2","2","1","1","3333","","","","698","698","698","HCGKCINC_01248","PIELJBDO_03946"
"group_3571","","hypothetical protein","2","2","1","1","5314","","","","425","425","425","HCGKCINC_02487","PIELJBDO_02725"
"narK","","Nitrate/nitrite transporter NarK","2","2","1","1","2470","","","","1406","1406","1406","HCGKCINC_04002","PIELJBDO_01109"
"group_3573","","hypothetical protein","2","2","1","1","5198","","","","1433","1433","1433","HCGKCINC_02601","PIELJBDO_02605"
"ppk2","","Polyphosphate:ADP/GDP phosphotransferase","2","2","1","1","1805","","","","1073","1073","1073","HCGKCINC_00147","PIELJBDO_00145"
"potA_6","","Spermidine/putrescine import ATP-binding protein PotA","2","2","1","1","4403","","","","995","995","995","HCGKCINC_03366","PIELJBDO_01767"
"group_3576","","hypothetical protein","2","2","1","1","357","","","","416","416","416","HCGKCINC_05724","PIELJBDO_05950"
"fadD3","","3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase","2","2","1","1","5169","","","","1694","1694","1694","HCGKCINC_02630","PIELJBDO_02576"
"yfcG_2","","Disulfide-bond oxidoreductase YfcG","2","2","1","1","3307","","","","629","629","629","HCGKCINC_01223","PIELJBDO_03985"
"mftC","","Putative mycofactocin radical SAM maturase MftC","2","2","1","1","2190","","","","1163","1163","1163","HCGKCINC_00523","PIELJBDO_00533"
"group_3580","","Beta-peptidyl aminopeptidase BapA","2","2","1","1","3616","","","","1100","1100","1100","HCGKCINC_01528","PIELJBDO_03672"
"group_3581","","hypothetical protein","2","2","1","1","503","","","","1352","1352","1352","HCGKCINC_05578","PIELJBDO_05804"
"kdpA","","Potassium-transporting ATPase potassium-binding subunit","2","2","1","1","6124","","","","1694","1694","1694","HCGKCINC_01678","PIELJBDO_03523"
"group_3583","","hypothetical protein","2","2","1","1","6112","","","","608","608","608","HCGKCINC_01690","PIELJBDO_03511"
"group_3584","","hypothetical protein","2","2","1","1","3214","","","","371","371","371","HCGKCINC_01130","PIELJBDO_04078"
"fyuA_1","","Pesticin receptor","2","2","1","1","1855","","","","2372","2372","2372","HCGKCINC_00197","PIELJBDO_00194"
"cpbD","","Chitin-binding protein CbpD","2","2","1","1","1501","","","","1169","1169","1169","HCGKCINC_00879","PIELJBDO_04329"
"pqsA","","Anthranilate--CoA ligase","2","2","1","1","1640","","","","1553","1553","1553","HCGKCINC_01029","PIELJBDO_04179"
"group_3588","","hypothetical protein","2","2","1","1","1635","","","","623","623","623","HCGKCINC_01014","PIELJBDO_04192"
"paiB","","Protease synthase and sporulation protein PAI 2","2","2","1","1","2789","","","","638","638","638","HCGKCINC_04314","PIELJBDO_00793"
"argE_1","","Acetylornithine deacetylase","2","2","1","1","695","","","","1154","1154","1154","HCGKCINC_05384","PIELJBDO_05610"
"dsdA","","D-serine dehydratase","2","2","1","1","4296","","","","1346","1346","1346","HCGKCINC_03476","PIELJBDO_01657"
"group_3592","","hypothetical protein","2","2","1","1","257","","","","1670","1670","1670","HCGKCINC_04438","PIELJBDO_04553"
"fabD_2","","Malonyl CoA-acyl carrier protein transacylase","2","2","1","1","4703","","","","938","938","938","HCGKCINC_03073","PIELJBDO_02078"
"group_3594","","hypothetical protein","2","2","1","1","3930","","","","1010","1010","1010","HCGKCINC_03858","PIELJBDO_01289"
"glxR_2","","2-hydroxy-3-oxopropionate reductase","2","2","1","1","3630","","","","890","890","890","HCGKCINC_01542","PIELJBDO_03658"
"group_3596","","hypothetical protein","2","2","1","1","4781","","","","422","422","422","HCGKCINC_02997","PIELJBDO_02155"
