"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Klebsiella_pneumoniae_strain1","Klebsiella_pneumoniae_strain2"
"fucA","","L-fuculose phosphate aldolase","2","2","1","94","227","","","","647","647","647","JODDOAAB_02763","MDIKJABB_02035"
"tsaC","","Threonylcarbamoyl-AMP synthase","2","2","1","84","44","","","","572","572","572","JODDOAAB_05002","MDIKJABB_04900"
"lhpD","","Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase","2","2","1","94","852","","","","1016","1016","1016","JODDOAAB_00756","MDIKJABB_00391"
"narZ","","Respiratory nitrate reductase 2 alpha chain","2","2","1","95","812","","","","3740","3740","3740","JODDOAAB_02156","MDIKJABB_05143"
"kdpE","","KDP operon transcriptional regulatory protein KdpE","2","2","1","93","541","","","","677","677","677","JODDOAAB_01240","MDIKJABB_00744"
"tdcD","","Propionate kinase","2","2","1","95","1564","","","","1208","1208","1208","JODDOAAB_01701","MDIKJABB_02789"
"garP_2","","putative galactarate transporter","2","2","1","94","701","","","","1331","1331","1331","JODDOAAB_04230","MDIKJABB_01651"
"yghA","","putative oxidoreductase YghA","2","2","1","95","850","","","","914","914","914","JODDOAAB_02193","MDIKJABB_03865"
"dppA_1","","Periplasmic dipeptide transport protein","2","2","1","92","280","","","","1607","1607","1607","JODDOAAB_00546","MDIKJABB_01129"
"hemD","","Uroporphyrinogen-III synthase","2","2","1","88","43","","","","740","740","740","JODDOAAB_04665","MDIKJABB_03639"
"gyrB","","DNA gyrase subunit B","2","2","1","90","83","","","","2414","2414","2414","JODDOAAB_04397","MDIKJABB_03458"
"group_5150","","hypothetical protein","2","2","1","92","290","","","","476","476","476","JODDOAAB_00536","MDIKJABB_01139"
"alsT","","Amino-acid carrier protein AlsT","2","2","1","94","921","","","","1430","1430","1430","JODDOAAB_00828","MDIKJABB_00463"
"budA","","Alpha-acetolactate decarboxylase","2","2","1","95","628","","","","779","779","779","JODDOAAB_02858","MDIKJABB_04392"
"folC","","Dihydrofolate synthase/folylpolyglutamate synthase","2","2","1","95","2046","","","","1268","1268","1268","JODDOAAB_01480","MDIKJABB_01077"
"lplT","","Lysophospholipid transporter LplT","2","2","1","94","139","","","","1193","1193","1193","JODDOAAB_02671","MDIKJABB_01956"
"pcaK_1","","4-hydroxybenzoate transporter PcaK","2","2","1","93","892","","","","1364","1364","1364","JODDOAAB_00212","MDIKJABB_00188"
"group_5156","yagG_2","Putative glycoside/cation symporter YagG","2","2","1","95","1663","","","","1583","1583","1583","JODDOAAB_01799","MDIKJABB_05323"
"yciK","","putative oxidoreductase YciK","2","2","1","95","243","","","","800","800","800","JODDOAAB_03751","MDIKJABB_03778"
"ppiD","","Peptidyl-prolyl cis-trans isomerase D","2","2","1","93","871","","","","1874","1874","1874","JODDOAAB_00191","MDIKJABB_00167"
"abgB","","p-aminobenzoyl-glutamate hydrolase subunit B","2","2","1","95","2257","","","","1445","1445","1445","JODDOAAB_03427","MDIKJABB_04358"
"group_5160","","hypothetical protein","2","2","1","92","62","","","","674","674","674","JODDOAAB_00430","MDIKJABB_01246"
"nfo","","Endonuclease 4","2","2","1","95","1938","","","","854","854","854","JODDOAAB_01362","MDIKJABB_00970"
"xylR","","Xylose operon regulatory protein","2","2","1","92","248","","","","1178","1178","1178","JODDOAAB_00580","MDIKJABB_02172"
"iolB","","5-deoxy-glucuronate isomerase","2","2","1","91","88","","","","809","809","809","JODDOAAB_02315","MDIKJABB_05036"
"hldE","","Bifunctional protein HldE","2","2","1","94","562","","","","1433","1433","1433","JODDOAAB_04017","MDIKJABB_02544"
"oxyR_1","","Hydrogen peroxide-inducible genes activator","2","2","1","95","1894","","","","914","914","914","JODDOAAB_01955","MDIKJABB_00927"
"rseC","","Protein RseC","2","2","1","95","1250","","","","479","479","479","JODDOAAB_01668","MDIKJABB_04079"
"trmJ","","tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ","2","2","1","95","1283","","","","734","734","734","JODDOAAB_01637","MDIKJABB_01312"
"adh1","","Long-chain-alcohol dehydrogenase 1","2","2","1","95","1098","","","","1148","1148","1148","JODDOAAB_03936","MDIKJABB_03081"
"group_5169","","hypothetical protein","2","2","1","95","631","","","","1391","1391","1391","JODDOAAB_02855","MDIKJABB_04389"
"dacD","","D-alanyl-D-alanine carboxypeptidase DacD","2","2","1","95","1802","","","","1163","1163","1163","JODDOAAB_01881","MDIKJABB_04192"
"grpE","","Protein GrpE","2","2","1","94","439","","","","590","590","590","JODDOAAB_03654","MDIKJABB_04517"
"group_5172","","hypothetical protein","2","2","1","85","73","","","","563","563","563","JODDOAAB_05170","MDIKJABB_05219"
"araF","","L-arabinose-binding periplasmic protein","2","2","1","95","1670","","","","980","980","980","JODDOAAB_01805","MDIKJABB_04706"
"group_5174","","hypothetical protein","2","2","1","95","2024","","","","1832","1832","1832","JODDOAAB_01458","MDIKJABB_01055"
"mepA","","Penicillin-insensitive murein endopeptidase","2","2","1","95","2059","","","","824","824","824","JODDOAAB_01493","MDIKJABB_01090"
"hypB","","Hydrogenase maturation factor HypB","2","2","1","94","316","","","","872","872","872","JODDOAAB_03500","MDIKJABB_01794"
"agp_1","","Glucose-1-phosphatase","2","2","1","93","622","","","","1268","1268","1268","JODDOAAB_01326","MDIKJABB_00831"
"htpG","","Chaperone protein HtpG","2","2","1","93","818","","","","1874","1874","1874","JODDOAAB_00138","MDIKJABB_00115"
"mexB","","Multidrug resistance protein MexB","2","2","1","92","139","","","","3107","3107","3107","JODDOAAB_00687","MDIKJABB_02060"
"pcp","","Pyrrolidone-carboxylate peptidase","2","2","1","93","527","","","","644","644","644","JODDOAAB_01226","MDIKJABB_00730"
"ytfJ","","putative protein YtfJ","2","2","1","91","150","","","","557","557","557","JODDOAAB_02376","MDIKJABB_03153"
"wecE","","dTDP-4-amino-4,6-dideoxygalactose transaminase","2","2","1","88","35","","","","1130","1130","1130","JODDOAAB_04677","MDIKJABB_03651"
"cbiC","","Cobalt-precorrin-8 methylmutase","2","2","1","94","185","","","","635","635","635","JODDOAAB_02717","MDIKJABB_02002"
"modB","","Molybdenum transport system permease protein ModB","2","2","1","93","491","","","","689","689","689","JODDOAAB_01183","MDIKJABB_00687"
"group_5185","","hypothetical protein","2","2","1","95","325","","","","1085","1085","1085","JODDOAAB_03258","MDIKJABB_04035"
"rplK","","50S ribosomal protein L11","2","2","1","83","4","","","","428","428","428","JODDOAAB_04880","MDIKJABB_04628"
"leuS","","Leucine--tRNA ligase","2","2","1","93","574","","","","2582","2582","2582","JODDOAAB_01278","MDIKJABB_00783"
"eamA","","putative amino-acid metabolite efflux pump","2","2","1","95","1112","","","","899","899","899","JODDOAAB_03946","MDIKJABB_03069"
"purM","","Phosphoribosylformylglycinamidine cyclo-ligase","2","2","1","95","1344","","","","1037","1037","1037","JODDOAAB_01599","MDIKJABB_01403"
"glnP_1","","putative glutamine ABC transporter permease protein GlnP","2","2","1","93","980","","","","689","689","689","JODDOAAB_00300","MDIKJABB_00276"
"lpoA","","Penicillin-binding protein activator LpoA","2","2","1","94","717","","","","2108","2108","2108","JODDOAAB_04226","MDIKJABB_01634"
"group_5192","","hypothetical protein","2","2","1","94","804","","","","1067","1067","1067","JODDOAAB_00708","MDIKJABB_04808"
"phnP","","Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase","2","2","1","91","332","","","","758","758","758","JODDOAAB_02489","MDIKJABB_02372"
"group_5194","","hypothetical protein","2","2","1","87","108","","","","725","725","725","JODDOAAB_04748","MDIKJABB_04803"
"clpV1","","Protein ClpV1","2","2","1","95","312","","","","2654","2654","2654","JODDOAAB_03676","MDIKJABB_04024"
"gshB","","Glutathione synthetase","2","2","1","94","488","","","","950","950","950","JODDOAAB_04096","MDIKJABB_02474"
"tdcE","","PFL-like enzyme TdcE","2","2","1","95","1563","","","","2294","2294","2294","JODDOAAB_01700","MDIKJABB_02790"
"mtnK","","Methylthioribose kinase","2","2","1","93","624","","","","1199","1199","1199","JODDOAAB_01328","MDIKJABB_00833"
"yhdG","","putative amino acid permease YhdG","2","2","1","93","968","","","","1379","1379","1379","JODDOAAB_00288","MDIKJABB_00264"
"group_52","","hypothetical protein","2","2","1","93","666","","","","293","620","456","JODDOAAB_00001","MDIKJABB_00874"
"btuD_1","","Vitamin B12 import ATP-binding protein BtuD","2","2","1","93","490","","","","1058","1058","1058","JODDOAAB_01182","MDIKJABB_00686"
"ftsQ","","Cell division protein FtsQ","2","2","1","94","1058","","","","830","830","830","JODDOAAB_00907","MDIKJABB_00553"
"soxS_3","","Regulatory protein SoxS","2","2","1","91","288","","","","368","368","368","JODDOAAB_02531","MDIKJABB_02415"
"group_5203","","hypothetical protein","2","2","1","95","269","","","","905","905","905","JODDOAAB_03725","MDIKJABB_03752"
"lplA","","Lipoate-protein ligase A","2","2","1","94","899","","","","1016","1016","1016","JODDOAAB_00806","MDIKJABB_00441"
"group_5205","","hypothetical protein","2","2","1","95","747","","","","980","980","980","JODDOAAB_02092","MDIKJABB_02973"
"atzE","","1-carboxybiuret hydrolase subunit AtzE","2","2","1","95","919","","","","1397","1397","1397","JODDOAAB_02267","MDIKJABB_04140"
"lcfB","","Long-chain-fatty-acid--CoA ligase","2","2","1","95","1025","","","","1556","1556","1556","JODDOAAB_03863","MDIKJABB_03368"
"tabA","","Toxin-antitoxin biofilm protein TabA","2","2","1","91","101","","","","452","452","452","JODDOAAB_02328","MDIKJABB_05049"
"group_5209","","hypothetical protein","2","2","1","95","1382","","","","1232","1232","1232","JODDOAAB_01561","MDIKJABB_01441"
"fimD_1","","Outer membrane usher protein FimD","2","2","1","94","389","","","","2555","2555","2555","JODDOAAB_03578","MDIKJABB_01872"
"kduD_2","","2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase","2","2","1","95","211","","","","761","761","761","JODDOAAB_03784","MDIKJABB_03804"
"group_5212","","hypothetical protein","2","2","1","93","989","","","","872","872","872","JODDOAAB_00309","MDIKJABB_00285"
"hycI","","Hydrogenase 3 maturation protease","2","2","1","94","326","","","","470","470","470","JODDOAAB_03510","MDIKJABB_01804"
"acrA","","Multidrug efflux pump subunit AcrA","2","2","1","93","829","","","","1193","1193","1193","JODDOAAB_00149","MDIKJABB_00126"
"cbiD","","Cobalt-precorrin-5B C(1)-methyltransferase","2","2","1","94","186","","","","1139","1139","1139","JODDOAAB_02718","MDIKJABB_02003"
"pucI","","putative allantoin permease","2","2","1","95","898","","","","1496","1496","1496","JODDOAAB_02248","MDIKJABB_04119"
"modE","","DNA-binding transcriptional dual regulator ModE","2","2","1","93","494","","","","788","788","788","JODDOAAB_01186","MDIKJABB_00690"
"group_5218","","hypothetical protein","2","2","1","95","1180","","","","959","959","959","JODDOAAB_03452","MDIKJABB_03002"
"qseF","","Transcriptional regulatory protein QseF","2","2","1","95","1267","","","","1337","1337","1337","JODDOAAB_01652","MDIKJABB_04096"
"group_5220","","hypothetical protein","2","2","1","95","304","","","","1532","1532","1532","JODDOAAB_03684","MDIKJABB_05389"
"mdoG","","Glucans biosynthesis protein G","2","2","1","93","159","","","","1553","1553","1553","JODDOAAB_03118","MDIKJABB_05029"
"rhaR_5","","HTH-type transcriptional activator RhaR","2","2","1","95","271","","","","2309","2309","2309","JODDOAAB_03723","MDIKJABB_03750"
"betB_1","","NAD/NADP-dependent betaine aldehyde dehydrogenase","2","2","1","93","677","","","","1472","1472","1472","JODDOAAB_00012","MDIKJABB_00885"
"bepA_1","","Beta-barrel assembly-enhancing protease","2","2","1","92","289","","","","4052","4052","4052","JODDOAAB_00537","MDIKJABB_01138"
"gudX","","Glucarate dehydratase-related protein","2","2","1","94","249","","","","1340","1340","1340","JODDOAAB_02785","MDIKJABB_01727"
"ompN_2","","Outer membrane porin N","2","2","1","95","358","","","","1124","1124","1124","JODDOAAB_03290","MDIKJABB_04063"
"group_5227","bcr_2","Bicyclomycin resistance protein","2","2","1","92","137","","","","1163","1163","1163","JODDOAAB_00689","MDIKJABB_02058"
"agaC","","N-acetylgalactosamine permease IIC component 1","2","2","1","94","865","","","","779","779","779","JODDOAAB_00769","MDIKJABB_00404"
"fabG_10","","3-oxoacyl-[acyl-carrier-protein] reductase FabG","2","2","1","93","435","","","","749","749","749","JODDOAAB_01127","MDIKJABB_04284"
"feaB_1","","Phenylacetaldehyde dehydrogenase","2","2","1","93","731","","","","1484","1484","1484","JODDOAAB_00055","MDIKJABB_00030"
"fhuA_2","","Ferrichrome outer membrane transporter/phage receptor","2","2","1","95","1576","","","","2120","2120","2120","JODDOAAB_01713","MDIKJABB_02778"
"folM","","Dihydromonapterin reductase","2","2","1","95","2268","","","","722","722","722","JODDOAAB_03359","MDIKJABB_04369"
"group_5233","","hypothetical protein","2","2","1","95","502","","","","1433","1433","1433","JODDOAAB_02974","MDIKJABB_02278"
"group_5234","sotB_1","sugar efflux transporter","2","2","1","93","141","","","","1214","1214","1214","JODDOAAB_03100","MDIKJABB_03914"
"malS","","Periplasmic alpha-amylase","2","2","1","92","246","","","","2033","2033","2033","JODDOAAB_00582","MDIKJABB_02170"
"rafB_2","","Raffinose permease","2","2","1","93","393","","","","1241","1241","1241","JODDOAAB_01085","MDIKJABB_04317"
"hadI","","2-hydroxyisocaproyl-CoA dehydratase activator","2","2","1","94","819","","","","767","767","767","JODDOAAB_00724","MDIKJABB_04823"
"codB","","Cytosine permease","2","2","1","93","616","","","","1262","1262","1262","JODDOAAB_01320","MDIKJABB_00825"
"yeiG","","S-formylglutathione hydrolase YeiG","2","2","1","95","1933","","","","833","833","833","JODDOAAB_01994","MDIKJABB_00965"
"ilvB","","Acetolactate synthase isozyme 1 large subunit","2","2","1","90","18","","","","1688","1688","1688","JODDOAAB_04368","MDIKJABB_03488"
"group_5241","","putative protein","2","2","1","95","1573","","","","929","929","929","JODDOAAB_01710","MDIKJABB_02781"
"alkB","","Alpha-ketoglutarate-dependent dioxygenase AlkB","2","2","1","95","1975","","","","653","653","653","JODDOAAB_01409","MDIKJABB_01006"
"recO","","DNA repair protein RecO","2","2","1","95","1256","","","","737","737","737","JODDOAAB_01663","MDIKJABB_04085"
"ynfE","","Putative dimethyl sulfoxide reductase chain YnfE","2","2","1","95","1159","","","","2435","2435","2435","JODDOAAB_05233","MDIKJABB_03023"
"fliY_1","","L-cystine-binding protein FliY","2","2","1","93","690","","","","851","851","851","JODDOAAB_00025","MDIKJABB_00898"
"group_5246","","hypothetical protein","2","2","1","94","729","","","","878","878","878","JODDOAAB_04214","MDIKJABB_01622"
"kdpC","","Potassium-transporting ATPase KdpC subunit","2","2","1","93","539","","","","575","575","575","JODDOAAB_01238","MDIKJABB_00742"
"yfcF","","Glutathione S-transferase YfcF","2","2","1","95","2032","","","","638","638","638","JODDOAAB_01466","MDIKJABB_01063"
"group_5249","","hypothetical protein","2","2","1","94","107","","","","572","572","572","JODDOAAB_02639","MDIKJABB_01926"
"dtpA","","Dipeptide and tripeptide permease A","2","2","1","95","717","","","","1505","1505","1505","JODDOAAB_02061","MDIKJABB_02943"
"group_5251","","hypothetical protein","2","2","1","93","891","","","","818","818","818","JODDOAAB_00211","MDIKJABB_00187"
"fimD_2","","Outer membrane usher protein FimD","2","2","1","94","91","","","","2612","2612","2612","JODDOAAB_02623","MDIKJABB_01910"
"galF","","UTP--glucose-1-phosphate uridylyltransferase","2","2","1","95","1845","","","","896","896","896","JODDOAAB_01922","MDIKJABB_05009"
"bepG","","Efflux pump membrane transporter BepG","2","2","1","93","702","","","","3092","3092","3092","JODDOAAB_00031","MDIKJABB_00001"
"apbC","","Iron-sulfur cluster carrier protein","2","2","1","95","1900","","","","1109","1109","1109","JODDOAAB_01961","MDIKJABB_00933"
"group_5256","mdtA_4","Multidrug resistance protein MdtA","2","2","1","95","529","","","","1109","1109","1109","JODDOAAB_02948","MDIKJABB_02305"
"dmlR_13","","HTH-type transcriptional regulator DmlR","2","2","1","93","167","","","","905","905","905","JODDOAAB_03127","MDIKJABB_05020"
"group_5258","","hypothetical protein","2","2","1","95","1962","","","","887","887","887","JODDOAAB_01385","MDIKJABB_00992"
"tusC","","Protein TusC","2","2","1","92","7","","","","359","359","359","JODDOAAB_00376","MDIKJABB_01301"
"hmp","","Flavohemoprotein","2","2","1","95","1269","","","","1190","1190","1190","JODDOAAB_01650","MDIKJABB_04098"
"setB","","Sugar efflux transporter B","2","2","1","95","1943","","","","1181","1181","1181","JODDOAAB_01366","MDIKJABB_00974"
"ygfZ","","tRNA-modifying protein YgfZ","2","2","1","94","52","","","","983","983","983","JODDOAAB_02582","MDIKJABB_05146"
"bcsB_1","","Cyclic di-GMP-binding protein","2","2","1","92","288","","","","2435","2441","2438","JODDOAAB_00538","MDIKJABB_01137"
"betT","","High-affinity choline transport protein","2","2","1","93","675","","","","2033","2033","2033","JODDOAAB_00010","MDIKJABB_00883"
"sbp","","Sulfate-binding protein","2","2","1","92","172","","","","989","989","989","JODDOAAB_00654","MDIKJABB_02096"
"ydgJ_2","","putative oxidoreductase YdgJ","2","2","1","95","351","","","","1118","1118","1118","JODDOAAB_03283","MDIKJABB_04056"
"parE","","DNA topoisomerase 4 subunit B","2","2","1","94","549","","","","1895","1895","1895","JODDOAAB_04030","MDIKJABB_02531"
